error_id,timestamp,session_id,parent_session_id,request_key,agent,role,model,gauntlet_objective_id,layer,http_status,error_type,sanitized_message,retry_number,harness_turn_outcome,source_reference
1eb761bb1edfa9079be1,2026-08-14T23:23:19.576Z,01a00296-3773-7633-bbe9-047ea569ae65,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-mimo,builder,mimo-v2.5,PLAYABLE-PLAYER-DUEL,tool/harness,,tool_failure,read_file outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a00296-3773-7633-bbe9-047ea569ae65/events.jsonl
b903170f7a5265fb2e82,2026-08-14T23:45:56.385Z,01a002a3-7a01-7ee0-8576-e8a42efd8610,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-ENGINE-DESIGN-RUNNER,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a002a3-7a01-7ee0-8576-e8a42efd8610/events.jsonl
5ff0b037560193a6ecfc,2026-08-14T23:47:39.686Z,01a002a3-7a01-7ee0-8576-e8a42efd8610,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-ENGINE-DESIGN-RUNNER,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a002a3-7a01-7ee0-8576-e8a42efd8610/events.jsonl
8d39f3f8559fb86a2411,2026-08-14T23:50:26.802Z,01a002a3-7a01-7ee0-8576-e8a42efd8610,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-ENGINE-DESIGN-RUNNER,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a002a3-7a01-7ee0-8576-e8a42efd8610/events.jsonl
f3d8a228ca55b4ee58bf,2026-08-14T23:50:53.502Z,01a002a3-7a01-7ee0-8576-e8a42efd8610,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-ENGINE-DESIGN-RUNNER,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a002a3-7a01-7ee0-8576-e8a42efd8610/events.jsonl
51a0c2e815e8ba479524,2026-08-14T23:52:14.786Z,01a002a3-7a01-7ee0-8576-e8a42efd8610,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-ENGINE-DESIGN-RUNNER,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a002a3-7a01-7ee0-8576-e8a42efd8610/events.jsonl
aea388c2574bacebf1ac,2026-08-14T23:52:28.305Z,01a002a3-7a01-7ee0-8576-e8a42efd8610,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-ENGINE-DESIGN-RUNNER,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a002a3-7a01-7ee0-8576-e8a42efd8610/events.jsonl
aaac8ceef977047d83ee,2026-08-14T23:54:01.419Z,01a002a3-7a01-7ee0-8576-e8a42efd8610,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-ENGINE-DESIGN-RUNNER,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a002a3-7a01-7ee0-8576-e8a42efd8610/events.jsonl
3228973bf3ffa79a30cb,2026-08-14T23:56:10.838Z,01a002a3-7a01-7ee0-8576-e8a42efd8610,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-ENGINE-DESIGN-RUNNER,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a002a3-7a01-7ee0-8576-e8a42efd8610/events.jsonl
c1a255ae259463511730,2026-08-14T23:56:25.141Z,01a002a3-7a01-7ee0-8576-e8a42efd8610,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-ENGINE-DESIGN-RUNNER,tool/harness,,tool_failure,search_replace outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a002a3-7a01-7ee0-8576-e8a42efd8610/events.jsonl
137c63859ff3ab0bbedb,2026-08-14T23:57:11.419Z,01a002a3-7a01-7ee0-8576-e8a42efd8610,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-ENGINE-DESIGN-RUNNER,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a002a3-7a01-7ee0-8576-e8a42efd8610/events.jsonl
ea21e86fc9344000411d,2026-08-14T23:59:28.023Z,01a002a3-7a01-7ee0-8576-e8a42efd8610,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-ENGINE-DESIGN-RUNNER,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a002a3-7a01-7ee0-8576-e8a42efd8610/events.jsonl
42cf79bc17ac941844f8,2026-08-15T00:10:28.330Z,01a002bc-f12a-7221-85b1-b9cd62b59484,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,integration-reviewer,integration reviewer,deepseek-v4-flash-0731,PLAYABLE-ENGINE-DESIGN-RUNNER,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a002bc-f12a-7221-85b1-b9cd62b59484/events.jsonl
796bcf7cae6ca1e99ea7,2026-08-15T00:18:32.646Z,01a002c4-1596-7b40-9dc8-6937e0443d6d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-FICTIONAL-ARCHETYPES,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a002c4-1596-7b40-9dc8-6937e0443d6d/events.jsonl
db4e7ccfd453debea99d,2026-08-15T00:23:01.032Z,01a002c4-1596-7b40-9dc8-6937e0443d6d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-FICTIONAL-ARCHETYPES,tool/harness,,tool_failure,search_replace outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a002c4-1596-7b40-9dc8-6937e0443d6d/events.jsonl
1955fea8445d72a25247,2026-08-15T00:25:28.707Z,01a002c4-1596-7b40-9dc8-6937e0443d6d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-FICTIONAL-ARCHETYPES,tool/harness,,tool_failure,search_replace outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a002c4-1596-7b40-9dc8-6937e0443d6d/events.jsonl
8dc617b2e4a89e80e359,2026-08-15T00:34:45.790Z,01a002c4-1596-7b40-9dc8-6937e0443d6d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-FICTIONAL-ARCHETYPES,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a002c4-1596-7b40-9dc8-6937e0443d6d/events.jsonl
c55db85b1b9bcf4bb0fb,2026-08-15T00:37:46.195Z,01a002c4-1596-7b40-9dc8-6937e0443d6d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-FICTIONAL-ARCHETYPES,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a002c4-1596-7b40-9dc8-6937e0443d6d/events.jsonl
b96d596b493abed201ad,2026-08-15T00:37:55.973Z,01a002c4-1596-7b40-9dc8-6937e0443d6d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-FICTIONAL-ARCHETYPES,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a002c4-1596-7b40-9dc8-6937e0443d6d/events.jsonl
71e25f33ddcb9872d0ff,2026-08-15T00:45:04.160Z,01a002de-431e-7830-8c72-6db7f827d7dc,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,critic,critic,deepseek-v4-flash-0731,PLAYABLE-FICTIONAL-ARCHETYPES,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a002de-431e-7830-8c72-6db7f827d7dc/events.jsonl
e99cdbb05118cac29bc4,2026-08-15T00:57:36.298Z,01a002ea-6e46-7370-beb3-b6f4e69f25fc,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-BROWSER-1V1,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a002ea-6e46-7370-beb3-b6f4e69f25fc/events.jsonl
ed64e8b6d22954c03e53,2026-08-15T00:58:04.786Z,01a002ea-6e46-7370-beb3-b6f4e69f25fc,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-BROWSER-1V1,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a002ea-6e46-7370-beb3-b6f4e69f25fc/events.jsonl
d992ad1a691beb22496e,2026-08-15T01:00:25.996Z,01a002ea-6e46-7370-beb3-b6f4e69f25fc,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-BROWSER-1V1,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a002ea-6e46-7370-beb3-b6f4e69f25fc/events.jsonl
64b2fc65d7e33574c571,2026-08-15T01:08:39.805Z,01a002f6-50f7-73e1-8671-36ec54308984,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,integration-reviewer,integration reviewer,deepseek-v4-flash-0731,PLAYABLE-BROWSER-1V1,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a002f6-50f7-73e1-8671-36ec54308984/events.jsonl
30bcec890f4ef8b90e29,2026-08-15T01:16:51.856Z,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,019ffdda-1b40-7b90-91ae-cc7f3ad623b0:00673,orchestrator,parent/orchestrator,grok-4.6,,provider,,provider_retry,provider retry marker,6,,~/.grok/sessions/<encoded-cwd>/019ffdda-1b40-7b90-91ae-cc7f3ad623b0/chat_history.jsonl
98d95398b935c71353ac,2026-08-15T01:20:31.704Z,01a002fb-c562-7e51-9871-1389bb04136e,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-1V1-PROFILE,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a002fb-c562-7e51-9871-1389bb04136e/events.jsonl
a993e08f2a88726189da,2026-08-15T01:29:44.015Z,01a00309-831b-7ab3-9150-71bd1b27b3f9,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,integration-reviewer,integration reviewer,deepseek-v4-flash-0731,PLAYABLE-1V1-PROFILE,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a00309-831b-7ab3-9150-71bd1b27b3f9/events.jsonl
58d47fdd727d955adde8,2026-08-15T01:32:23.845Z,01a00309-831b-7ab3-9150-71bd1b27b3f9,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,integration-reviewer,integration reviewer,deepseek-v4-flash-0731,PLAYABLE-1V1-PROFILE,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a00309-831b-7ab3-9150-71bd1b27b3f9/events.jsonl
d4648aa2041bcddbe45c,2026-08-15T01:38:08.811Z,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,019ffdda-1b40-7b90-91ae-cc7f3ad623b0:00688,orchestrator,parent/orchestrator,grok-4.6,,provider,,provider_retry,provider retry marker,4,,~/.grok/sessions/<encoded-cwd>/019ffdda-1b40-7b90-91ae-cc7f3ad623b0/chat_history.jsonl
239739f68163ea5aea47,2026-08-15T01:41:56.356Z,01a00310-7ae8-7220-8c46-89b2e6c6200b,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-TOUCH-ACTIONS-SUITE,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a00310-7ae8-7220-8c46-89b2e6c6200b/events.jsonl
5a7fbd5ac3d096836b28,2026-08-15T01:44:04.494Z,01a00310-7ae8-7220-8c46-89b2e6c6200b,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-TOUCH-ACTIONS-SUITE,tool/harness,,tool_failure,search_replace outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a00310-7ae8-7220-8c46-89b2e6c6200b/events.jsonl
5f1176f4ff70ed0d80e3,2026-08-15T01:44:25.854Z,01a00310-7ae8-7220-8c46-89b2e6c6200b,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-TOUCH-ACTIONS-SUITE,tool/harness,,tool_failure,search_replace outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a00310-7ae8-7220-8c46-89b2e6c6200b/events.jsonl
ead8fe58f794fc36c4c8,2026-08-15T01:46:32.589Z,01a00310-7ae8-7220-8c46-89b2e6c6200b,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-TOUCH-ACTIONS-SUITE,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a00310-7ae8-7220-8c46-89b2e6c6200b/events.jsonl
ae8ba99f58f340bbb31c,2026-08-15T01:59:29.713Z,01a00320-e1fd-7ba0-bf30-98f4731e8d5b,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-TOUCH-ACTIONS-SUITE,tool/harness,,tool_failure,search_replace outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a00320-e1fd-7ba0-bf30-98f4731e8d5b/events.jsonl
7625bfb701107d6dc5e5,2026-08-15T02:01:46.326Z,01a00320-e1fd-7ba0-bf30-98f4731e8d5b,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-TOUCH-ACTIONS-SUITE,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a00320-e1fd-7ba0-bf30-98f4731e8d5b/events.jsonl
4fcfe512fc731cc5c4a7,2026-08-15T02:02:43.493Z,01a00320-e1fd-7ba0-bf30-98f4731e8d5b,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-TOUCH-ACTIONS-SUITE,tool/harness,,tool_failure,search_replace outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a00320-e1fd-7ba0-bf30-98f4731e8d5b/events.jsonl
0482ac2731aca5249039,2026-08-15T02:07:33.151Z,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,,grok-build-plan,parent/orchestrator,deepseek-v4-flash-0731,BOOTSTRAP-01,tool/harness,,tool_failure,read_file outcome=error,,,~/.grok/sessions/<encoded-cwd>/019ffdda-1b40-7b90-91ae-cc7f3ad623b0/events.jsonl
59d27767c6b9c8f26e55,2026-08-15T02:44:48.393Z,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,,grok-build-plan,parent/orchestrator,deepseek-v4-flash-0731,BOOTSTRAP-01,tool/harness,,tool_failure,list_dir outcome=error,,,~/.grok/sessions/<encoded-cwd>/019ffdda-1b40-7b90-91ae-cc7f3ad623b0/events.jsonl
ab95e556c38f0273c794,2026-08-15T03:08:12.622Z,01a0035f-dca5-7b83-9fe2-cf14558f6672,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-TOUCH-ACTIONS-SUITE,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a0035f-dca5-7b83-9fe2-cf14558f6672/events.jsonl
99ac6e5a260909be8f8c,2026-08-15T03:15:39.986Z,01a00367-b460-7821-b852-d40b5a40ab15,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,critic,critic,deepseek-v4-flash-0731,PLAYABLE-TOUCH-ACTIONS-SUITE,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a00367-b460-7821-b852-d40b5a40ab15/events.jsonl
15a1b60e72a320cdd91c,2026-08-15T03:30:48.593Z,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,,grok-build-plan,parent/orchestrator,deepseek-v4-flash-0731,BOOTSTRAP-01,tool/harness,,tool_failure,search_replace outcome=error,,,~/.grok/sessions/<encoded-cwd>/019ffdda-1b40-7b90-91ae-cc7f3ad623b0/events.jsonl
afb9d0cef22389058ad1,2026-08-15T03:34:34.095Z,01a00379-81b8-7c61-9f5d-0c590f9a16e9,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,01a00379-81b8-7c61-9f5d-0c590f9a16e9:00000,git-committer,bookkeeping/committer,gemma4,BOOTSTRAP-01,provider,,provider_retry,provider retry marker,1,,~/.grok/sessions/<encoded-cwd>/01a00379-81b8-7c61-9f5d-0c590f9a16e9/chat_history.jsonl
9beb13499cb5cb7d6775,2026-08-15T03:35:26.245Z,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,,grok-build-plan,parent/orchestrator,deepseek-v4-flash-0731,BOOTSTRAP-01,tool/harness,,tool_failure,read_file outcome=error,,,~/.grok/sessions/<encoded-cwd>/019ffdda-1b40-7b90-91ae-cc7f3ad623b0/events.jsonl
7ab01e1143f9fd13cbaa,2026-08-15T03:42:10.975Z,01a0037d-9d0f-7960-987c-20658ce541fd,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-DUELS-SUITE,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a0037d-9d0f-7960-987c-20658ce541fd/events.jsonl
5388e40649a52ed1a86d,2026-08-15T03:44:37.477Z,01a0037d-9d0f-7960-987c-20658ce541fd,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-DUELS-SUITE,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a0037d-9d0f-7960-987c-20658ce541fd/events.jsonl
db3fcbb14c4c1cd778cf,2026-08-15T03:46:34.641Z,01a0037d-9d0f-7960-987c-20658ce541fd,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-DUELS-SUITE,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a0037d-9d0f-7960-987c-20658ce541fd/events.jsonl
7367059b0e06f083fd5e,2026-08-15T03:47:40.204Z,01a0037d-9d0f-7960-987c-20658ce541fd,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-DUELS-SUITE,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a0037d-9d0f-7960-987c-20658ce541fd/events.jsonl
e8a8e777ef48e5324545,2026-08-15T03:50:37.222Z,01a0037d-9d0f-7960-987c-20658ce541fd,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-DUELS-SUITE,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a0037d-9d0f-7960-987c-20658ce541fd/events.jsonl
77852a18e95be560e0ec,2026-08-15T04:00:12.746Z,01a0038f-fb81-7292-9981-eb77eb288fba,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,01a0038f-fb81-7292-9981-eb77eb288fba:00010,critic,critic,deepseek-v4-flash-0731,PLAYABLE-DUELS-SUITE,provider,,provider_retry,provider retry marker,5,,~/.grok/sessions/<encoded-cwd>/01a0038f-fb81-7292-9981-eb77eb288fba/chat_history.jsonl
03f158725a26d3462e02,2026-08-15T04:16:19.115Z,01a003a2-7973-7a61-aa71-e824b266fa57,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-DUELS-SUITE,tool/harness,,tool_failure,read_file outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a003a2-7973-7a61-aa71-e824b266fa57/events.jsonl
21f5498497c398751895,2026-08-15T04:20:56.277Z,01a003a2-7973-7a61-aa71-e824b266fa57,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-DUELS-SUITE,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a003a2-7973-7a61-aa71-e824b266fa57/events.jsonl
84e28e575cba572a8e25,2026-08-15T04:26:05.851Z,01a003a2-7973-7a61-aa71-e824b266fa57,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-DUELS-SUITE,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a003a2-7973-7a61-aa71-e824b266fa57/events.jsonl
846fe3443860693b72ab,2026-08-15T04:33:59.018Z,01a003ae-bfa0-74b1-bb05-20e3b63d44f6,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,critic,critic,deepseek-v4-flash-0731,PLAYABLE-DUELS-SUITE,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a003ae-bfa0-74b1-bb05-20e3b63d44f6/events.jsonl
322ac360cd9d51a99708,2026-08-15T04:40:37.548Z,01a003b7-b847-7153-ad0f-24c4e54833eb,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-DUELS-SUITE,tool/harness,,tool_failure,search_replace outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a003b7-b847-7153-ad0f-24c4e54833eb/events.jsonl
da336386012ab4ff9771,2026-08-15T04:43:18.435Z,01a003b7-b847-7153-ad0f-24c4e54833eb,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,builder-qwen,builder,qwen3.6,PLAYABLE-DUELS-SUITE,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a003b7-b847-7153-ad0f-24c4e54833eb/events.jsonl
e683f5c1b6c557755d8f,2026-08-15T04:53:54.113Z,01a003be-719a-76d3-acf7-c08dfa2c69eb,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,critic,critic,deepseek-v4-flash-0731,PLAYABLE-DUELS-SUITE,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a003be-719a-76d3-acf7-c08dfa2c69eb/events.jsonl
4b76647d80f5bc234233,2026-08-15T05:09:25.400Z,01a003cf-6774-7a11-b11b-b174cd6f7b3a,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,critic,critic,deepseek-v4-flash-0731,PLAYABLE-DUELS-SUITE,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a003cf-6774-7a11-b11b-b174cd6f7b3a/events.jsonl
20301580725791cee922,2026-08-15T05:09:45.291Z,01a003cf-6774-7a11-b11b-b174cd6f7b3a,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,critic,critic,deepseek-v4-flash-0731,PLAYABLE-DUELS-SUITE,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a003cf-6774-7a11-b11b-b174cd6f7b3a/events.jsonl
5779af2d9b6e5b6d34d8,2026-08-15T05:14:45.225Z,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,,,grok-build-plan,parent/orchestrator,deepseek-v4-flash-0731,BOOTSTRAP-01,tool/harness,,tool_failure,search_replace outcome=error,,,~/.grok/sessions/<encoded-cwd>/019ffdda-1b40-7b90-91ae-cc7f3ad623b0/events.jsonl
d10a45e36d0bee21fba4,2026-08-15T05:48:49.932Z,01a003f7-2dd2-7463-b296-98452275fe29,01a003f4-87c6-7272-9862-ec96e12c4df2,01a003f7-2dd2-7463-b296-98452275fe29:00000,builder-qwen,builder,qwen3.6,PLAYABLE-MUTANT-1V1,provider,,provider_retry,provider retry marker,1,,~/.grok/sessions/<encoded-cwd>/01a003f7-2dd2-7463-b296-98452275fe29/chat_history.jsonl
f8b0021d262e465dcb5b,2026-08-15T05:48:49.974257953Z,01a003f7-2dd2-7463-b296-98452275fe29,01a003f4-87c6-7272-9862-ec96e12c4df2,,builder-qwen,builder,qwen3.6,PLAYABLE-MUTANT-1V1,subagent/harness,429,subagent_failed,"Session error: Rate limited: ""API error (status 429 Too Many Requests): None: qwen3.6 concurrency limit: max 5 simultaneous requests.""",,failed,~/.grok/sessions/<encoded-cwd>/01a003f4-87c6-7272-9862-ec96e12c4df2/subagents/01a003f7-2dd2-7463-b296-98452275fe29/meta.json
16a1aff50132e5bd4caa,2026-08-15T05:54:01.870Z,01a003f7-de11-7d31-b3a4-882fca0381ee,01a003f4-87c6-7272-9862-ec96e12c4df2,,builder-qwen,builder,qwen3.6,PLAYABLE-MUTANT-1V1,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a003f7-de11-7d31-b3a4-882fca0381ee/events.jsonl
f6f80092402f0d26af54,2026-08-15T05:54:33.016Z,01a003f7-de11-7d31-b3a4-882fca0381ee,01a003f4-87c6-7272-9862-ec96e12c4df2,,builder-qwen,builder,qwen3.6,PLAYABLE-MUTANT-1V1,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a003f7-de11-7d31-b3a4-882fca0381ee/events.jsonl
a65f4a3c9e126863d3ea,2026-08-15T05:54:51.602Z,01a003f7-de11-7d31-b3a4-882fca0381ee,01a003f4-87c6-7272-9862-ec96e12c4df2,,builder-qwen,builder,qwen3.6,PLAYABLE-MUTANT-1V1,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a003f7-de11-7d31-b3a4-882fca0381ee/events.jsonl
a82c130772da39941db2,2026-08-15T06:10:51.143Z,01a0040a-1d65-78e1-b158-09c3221b6fea,01a003f4-87c6-7272-9862-ec96e12c4df2,,integration-reviewer,integration reviewer,deepseek-v4-flash-0731,PLAYABLE-MUTANT-1V1,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a0040a-1d65-78e1-b158-09c3221b6fea/events.jsonl
94070e237ef4d46c937d,2026-08-15T06:11:06.590Z,01a0040a-1d65-78e1-b158-09c3221b6fea,01a003f4-87c6-7272-9862-ec96e12c4df2,,integration-reviewer,integration reviewer,deepseek-v4-flash-0731,PLAYABLE-MUTANT-1V1,tool/harness,,tool_failure,run_terminal_command outcome=error,,,~/.grok/sessions/<encoded-cwd>/01a0040a-1d65-78e1-b158-09c3221b6fea/events.jsonl
